0.0000000e+00	-1.0920198e-01	-1.7536084e-01	-9.8560762e+00
9.9961758e-03	1.1797001e-01	1.3391191e-01	-9.9238291e+00
1.9990206e-02	-6.4564675e-02	-1.2434677e-01	-9.8871622e+00
2.9980898e-02	4.7028586e-02	-3.1883765e-03	-9.9222345e+00
3.9991617e-02	-3.8260546e-02	-3.9057638e-02	-9.9046984e+00
4.9978256e-02	1.0123103e-01	4.7825673e-03	-9.9174528e+00
5.9962273e-02	1.0362231e-01	1.5144800e-02	-9.9660749e+00
6.9962502e-02	4.0651828e-02	-6.2970482e-02	-9.9230318e+00
7.9957485e-02	-1.6738990e-02	-1.2354968e-01	-9.9397707e+00
8.9952946e-02	1.7217247e-01	1.2275258e-01	-9.9278145e+00
9.9948168e-02	-2.0724462e-02	-1.4267994e-01	-9.8975248e+00
1.0994434e-01	8.7680435e-03	1.5941908e-03	-9.8584671e+00
1.1993289e-01	3.7463453e-02	-3.5869259e-02	-9.9134674e+00
1.2993383e-01	1.8333178e-02	-8.4492050e-02	-9.9166555e+00
1.3992953e-01	1.6499861e-01	1.4985381e-01	-9.9302063e+00
1.4991856e-01	-5.6593720e-02	-1.6818698e-01	-9.8775978e+00
1.5988994e-01	-1.0362233e-02	1.5941858e-03	-9.9142647e+00
1.6991282e-01	1.2036130e-01	1.5383928e-01	-9.9302053e+00
1.7991662e-01	-7.6521091e-02	-1.9528820e-01	-9.9110756e+00
1.8987632e-01	-1.0362231e-02	3.3477981e-02	-9.8799896e+00
1.9987726e-01	-4.9419876e-02	-1.2195549e-01	-9.8799887e+00
2.0987225e-01	3.8260546e-02	1.8173759e-01	-9.8927422e+00
2.1991730e-01	1.2753512e-02	4.8622768e-02	-9.8839750e+00
2.2986293e-01	-5.6593720e-02	-3.2043207e-01	-9.8999166e+00
2.3985887e-01	1.5941897e-02	-3.8260560e-02	-9.9023085e+00
2.4985409e-01	1.4985381e-01	2.4869357e-01	-9.9254236e+00
2.5984955e-01	6.7753047e-02	-1.2275258e-01	-9.9493361e+00
2.6984239e-01	6.2173385e-02	-6.6955954e-02	-9.9302053e+00
2.7983379e-01	9.0868793e-02	1.9927368e-02	-9.9190464e+00
2.8983784e-01	0.0000000e+00	-5.0216969e-02	-9.9110746e+00
2.9982567e-01	6.6955954e-02	6.6158868e-02	-9.8975248e+00
3.0982113e-01	5.2608252e-02	-6.8550147e-02	-9.9453497e+00
3.1981611e-01	6.6158861e-02	3.5869259e-02	-9.9357843e+00
3.2981634e-01	1.9927368e-02	-4.6231497e-02	-9.9046984e+00
3.3980632e-01	1.8333180e-02	-7.6521091e-02	-9.9158583e+00
3.4980726e-01	8.3694942e-02	3.1883791e-02	-9.9445534e+00
3.5979772e-01	3.0289600e-02	-9.8042645e-02	-9.9310026e+00
3.6979890e-01	5.3405344e-02	-9.6448459e-02	-9.9198446e+00
3.7979388e-01	1.4108576e-01	7.9709470e-02	-9.9357853e+00
3.8978601e-01	7.1738519e-02	-1.0202811e-01	-9.9349890e+00
3.9978552e-01	8.2897849e-02	-9.1665901e-02	-9.9461470e+00
4.0978193e-01	1.1717293e-01	6.5361775e-02	-9.9405680e+00
4.1977453e-01	9.0868793e-02	-1.1159325e-01	-9.9581032e+00
4.2977071e-01	1.4108576e-01	-1.7536081e-02	-9.9684668e+00
4.3976617e-01	7.3332720e-02	-3.9854720e-03	-9.9389734e+00
4.4975829e-01	1.2354968e-01	-6.1376292e-02	-9.9708586e+00
4.5975780e-01	7.9709470e-02	2.7101219e-02	-9.9381771e+00
4.6974707e-01	-3.6666356e-02	-1.0202812e-01	-9.8943367e+00
4.7974229e-01	3.8260542e-02	-2.3912836e-03	-9.9254227e+00
4.8974371e-01	3.2680880e-02	-2.6304124e-02	-9.9134674e+00
4.9973321e-01	-1.1159326e-02	-1.0920198e-01	-9.9158583e+00
5.0973535e-01	2.9492503e-02	3.6666360e-02	-9.8951330e+00
5.1973081e-01	2.4709934e-02	-6.3767531e-03	-9.8967276e+00
5.2972484e-01	-4.7825701e-03	-1.3231772e-01	-9.9142637e+00
5.3972054e-01	1.2514387e-01	4.7825683e-02	-9.9421616e+00
5.4971576e-01	-6.3767582e-03	-1.3550609e-02	-9.8951340e+00
5.5971146e-01	6.4564675e-02	-1.1717293e-01	-9.9206400e+00
5.6970716e-01	6.3767575e-02	5.3405344e-02	-9.9126701e+00
5.7970238e-01	5.3405344e-02	2.4709940e-02	-9.9158583e+00
5.8969903e-01	4.3840211e-02	-8.7680422e-02	-9.9246264e+00
5.9969020e-01	7.0941426e-02	4.8622776e-02	-9.9190454e+00
6.0968924e-01	3.6666352e-02	-4.5434397e-02	-9.9222345e+00
6.1967826e-01	5.5796630e-03	-1.3072352e-01	-9.9365816e+00
6.2967300e-01	2.8695410e-02	4.5434400e-02	-9.9166555e+00
6.3964891e-01	1.4347705e-02	-1.6738996e-02	-9.9086847e+00
6.4963913e-01	-7.1738511e-03	-1.0282522e-01	-9.8879595e+00
6.5964127e-01	3.0289598e-02	4.2246025e-02	-9.8991194e+00
6.6963005e-01	5.6593720e-02	-4.3840211e-02	-9.9294090e+00
6.7963171e-01	-5.5796630e-03	-1.8333180e-02	-9.9046984e+00
6.8963289e-01	1.1159325e-01	8.7680416e-03	-9.9262199e+00
6.9962621e-01	-1.1159326e-02	-6.2970482e-02	-9.8999157e+00
7.0963979e-01	5.6593720e-02	6.5361768e-02	-9.9007139e+00
7.1963072e-01	-3.1883784e-03	-1.1637583e-01	-9.9118729e+00
7.2963285e-01	6.9347240e-02	-2.0724460e-02	-9.9118729e+00
7.3960447e-01	3.1883784e-03	-2.7101219e-02	-9.9286118e+00
7.4959970e-01	-1.3550609e-02	-1.0840487e-01	-9.9110756e+00
7.5959539e-01	6.3767575e-02	5.6593720e-02	-9.9134674e+00
7.6959085e-01	-7.9709470e-02	-8.1303664e-02	-9.8799887e+00
7.7966642e-01	4.0651828e-02	-9.8042645e-02	-9.9166555e+00
7.8958178e-01	3.1883791e-03	7.1738519e-02	-9.8911476e+00
7.9957676e-01	4.2246018e-02	-3.9854735e-02	-9.8728151e+00
8.0957174e-01	4.9670539e-09	-1.5941897e-02	-9.8991194e+00
8.1964183e-01	3.5869259e-02	1.4347707e-02	-9.8831758e+00
8.2956100e-01	7.1738511e-03	-1.4347705e-02	-9.9118729e+00
8.3955240e-01	-2.5507031e-02	-3.2680880e-02	-9.8664389e+00
8.4955335e-01	-6.0579199e-02	-6.8550140e-02	-9.9007139e+00
8.5954833e-01	7.1738519e-02	8.9274608e-02	-9.8823805e+00
8.6953902e-01	-4.7825679e-02	-1.2673806e-01	-9.9126701e+00
8.7954021e-01	3.3477981e-02	-4.0651839e-02	-9.9134674e+00
8.8953519e-01	-2.5507027e-02	3.7463445e-02	-9.8911486e+00
8.9953089e-01	-7.1738535e-03	-7.7318184e-02	-9.8983221e+00
9.0952277e-01	-1.4347703e-02	-3.1883765e-03	-9.9078875e+00
9.1951776e-01	2.7898313e-02	-7.1738511e-03	-9.9222345e+00
9.2951322e-01	1.6738990e-02	-5.3405348e-02	-9.9214373e+00
9.3951273e-01	3.5072166e-02	8.6883329e-02	-9.8823805e+00
9.4950151e-01	-2.3912836e-03	-4.7028586e-02	-9.8887568e+00
9.5949793e-01	-2.0724466e-02	-1.1637583e-01	-9.8999157e+00
9.6949863e-01	4.8622776e-02	6.6955954e-02	-9.9023085e+00
9.7948790e-01	-1.5941894e-02	-6.9347240e-02	-9.8815832e+00
9.8948932e-01	7.4129805e-02	-5.3405341e-02	-9.9238291e+00
9.9948382e-01	1.3949157e-01	8.8477515e-02	-9.9421625e+00
1.0094743e+00	4.6231490e-02	-1.1557873e-01	-9.9509306e+00
1.0194757e+00	4.9419869e-02	-5.3405341e-02	-9.9493361e+00
1.0294714e+00	8.6086236e-02	3.3477981e-02	-9.9557123e+00
1.0394664e+00	6.5361761e-02	-1.0362231e-01	-9.9509306e+00
1.0494556e+00	2.7101221e-02	-2.7101219e-02	-9.9166555e+00
1.0594578e+00	8.9274608e-02	5.7390813e-02	-9.9604950e+00
1.0694525e+00	1.5144799e-02	-9.1665894e-02	-9.9318008e+00
1.0794485e+00	7.1738519e-02	2.9492505e-02	-9.9039011e+00
1.0894175e+00	-7.9709450e-03	-7.0941433e-02	-9.9166555e+00
1.0994332e+00	8.2897849e-02	3.9854771e-03	-9.9230318e+00
1.1094086e+00	-6.3767568e-03	-2.3912836e-03	-9.8935394e+00
1.1194043e+00	1.9927368e-02	-9.8042645e-02	-9.9198427e+00
1.1293998e+00	6.4564668e-02	1.5941894e-02	-9.9126692e+00
1.1393950e+00	-2.3115745e-02	-2.1521555e-02	-9.8696260e+00
1.1493914e+00	2.3912841e-02	-6.6955954e-02	-9.9046984e+00
1.1593773e+00	-3.3477977e-02	-2.2318652e-02	-9.8999157e+00
1.1693754e+00	5.6593727e-02	-1.8333178e-02	-9.9118729e+00
1.1793756e+00	-6.5361761e-02	-3.1883787e-02	-9.8624525e+00
1.1893687e+00	-5.3405344e-02	-6.5361768e-02	-9.8879595e+00
1.1993625e+00	1.5941894e-02	-0.0000000e+00	-9.9023066e+00
1.2093599e+00	1.6738988e-02	1.8333174e-02	-9.9134665e+00
1.2193592e+00	3.1883791e-03	-5.9782103e-02	-9.9007120e+00
1.2293541e+00	6.4564668e-02	6.3767582e-03	-9.9150610e+00
1.2393529e+00	6.9347240e-02	4.3840211e-02	-9.9270172e+00
1.2493455e+00	7.5723998e-02	-6.9347240e-02	-9.9573069e+00
1.2593412e+00	9.1665886e-02	-6.7753054e-02	-9.9573069e+00
1.2693365e+00	1.2434677e-01	-1.5941890e-03	-9.9557123e+00
1.2793260e+00	8.3694935e-02	-4.3840211e-02	-9.9509306e+00
1.2893274e+00	9.3260080e-02	-4.7825679e-02	-9.9333944e+00
1.2993169e+00	7.7318184e-02	-1.5941896e-03	-9.9612923e+00
1.3093181e+00	9.4854273e-02	-9.5651364e-03	-9.9373789e+00
1.3193076e+00	5.1014062e-02	-2.6304126e-02	-9.9302053e+00
1.3293037e+00	-4.2246018e-02	-9.1665894e-02	-9.8767996e+00
1.3392987e+00	4.7825683e-02	4.7825626e-03	-9.9302053e+00
1.3492942e+00	9.0071701e-02	6.5361761e-02	-9.9278145e+00
1.3592963e+00	-7.8912370e-02	-1.7057826e-01	-9.8728142e+00
1.3693688e+00	4.3043111e-02	4.1448921e-02	-9.8664389e+00
1.3792863e+00	-6.2970482e-02	-7.1738563e-03	-9.8632498e+00
1.3892841e+00	-6.2970482e-02	-1.4108576e-01	-9.8959303e+00
1.3992782e+00	-4.7028586e-02	3.1883791e-02	-9.8696260e+00
1.4092679e+00	4.7825673e-03	-7.1738460e-03	-9.8887568e+00
1.4192691e+00	-5.5796602e-03	-4.7825683e-02	-9.8959312e+00
1.4292643e+00	5.1811155e-02	2.2318652e-02	-9.9142637e+00
1.4392610e+00	2.3912836e-03	-3.5072166e-02	-9.9086847e+00
1.4492567e+00	4.8622776e-02	-1.5941896e-02	-9.9102783e+00
1.4592509e+00	2.2318652e-02	-9.0071701e-02	-9.8999166e+00
1.4692409e+00	-1.2753516e-02	-3.1883782e-03	-9.8895540e+00
1.4792361e+00	2.2318652e-02	-1.8333176e-02	-9.9126692e+00
1.4892380e+00	-5.8985006e-02	-7.8912377e-02	-9.9070902e+00
1.4992337e+00	6.2970482e-02	1.7536081e-02	-9.8879595e+00
1.5092301e+00	-3.9854735e-02	-8.7680422e-02	-9.8959303e+00
1.5192232e+00	-1.5144798e-02	-4.7028590e-02	-9.8720179e+00
1.5292106e+00	-2.2318652e-02	6.6955946e-02	-9.8935394e+00
1.5392134e+00	-8.7680416e-03	-6.2173385e-02	-9.8871622e+00
1.5491762e+00	-1.5144798e-02	-8.6086221e-02	-9.8967276e+00
1.5592070e+00	6.7753047e-02	1.0840487e-01	-9.8951340e+00
1.5692027e+00	5.7390820e-02	-4.5434400e-02	-9.9238291e+00
1.5791974e+00	5.8985010e-02	-1.1318745e-01	-9.9325972e+00
1.5891674e+00	7.1738519e-02	4.4637304e-02	-9.9230318e+00
1.5991580e+00	5.9782106e-02	-7.9709470e-02	-9.9206409e+00
1.6091588e+00	4.5434397e-02	-4.7028586e-02	-9.9174519e+00
1.6191502e+00	1.0840488e-01	3.6666352e-02	-9.9397707e+00
1.6291432e+00	-1.5941894e-02	-4.8622776e-02	-9.8975248e+00
1.6391385e+00	4.6231493e-02	1.5144802e-02	-9.9166555e+00
1.6491399e+00	2.9492505e-02	-8.2100749e-02	-9.9214373e+00
1.6591370e+00	5.5796630e-03	-4.8622776e-02	-9.9182501e+00
1.6691225e+00	6.8550140e-02	-4.6231490e-02	-9.9477425e+00
1.6791208e+00	5.0216962e-02	-1.0043394e-01	-9.9397707e+00
